Year,Month,Week,Product_ID,Country,Sales
2013,1,1,1,Argentina,157500
2013,1,1,1,Argentina,6300
2013,1,1,1,Argentina,0
2013,1,1,1,Argentina,1575
2013,1,1,1,Argentina,47250
2013,1,1,1,Argentina,0
2013,1,1,1,Argentina,39375
2013,1,1,1,Argentina,0
2013,1,1,1,Argentina,15750
2013,1,1,1,Argentina,277200
2013,1,1,1,Argentina,12600
2013,1,1,1,Argentina,126000
2013,1,1,1,Argentina,1417500
2013,1,1,1,Argentina,472500
2013,1,1,1,Argentina,78750
2013,1,1,1,Argentina,132300
2013,1,1,1,Argentina,47250
2013,1,1,1,Argentina,0
2013,1,1,1,Argentina,94500
2013,1,1,1,Argentina,7875
2013,1,1,1,Argentina,283500
2013,1,1,1,Argentina,173250
2013,1,1,1,Argentina,22050
2013,1,1,1,Argentina,236250
2013,1,1,1,Argentina,510300
2013,1,1,1,Argentina,9450
2013,1,1,1,Argentina,9450
2013,1,1,1,Argentina,157500
2013,1,2,1,Argentina,157500
2013,1,2,1,Argentina,203175
2013,1,2,1,Argentina,4725
2013,1,2,1,Argentina,75600
2013,1,2,1,Argentina,133875
2013,1,2,1,Argentina,22050
2013,1,2,1,Argentina,7875
2013,1,2,1,Argentina,78750
2013,1,2,1,Argentina,315000
2013,1,2,1,Argentina,4725
2013,1,2,1,Argentina,17325
2013,1,2,1,Argentina,207900
2013,1,2,1,Argentina,453600
2013,1,2,1,Argentina,1667925
2013,1,2,1,Argentina,341775
2013,1,2,1,Argentina,346500
2013,1,2,1,Argentina,22050
2013,1,2,1,Argentina,0
2013,1,2,1,Argentina,17325
2013,1,2,1,Argentina,47250
2013,1,2,1,Argentina,976500
2013,1,2,1,Argentina,1260000
2013,1,2,1,Argentina,315000
2013,1,2,1,Argentina,181125
2013,1,2,1,Argentina,34650
2013,1,2,1,Argentina,0
2013,1,2,1,Argentina,157500
2013,1,2,1,Argentina,114975
2013,1,2,1,Argentina,15750
2013,1,2,1,Argentina,26775
2013,1,2,1,Argentina,236250
2013,1,2,1,Argentina,220500
2013,1,2,1,Argentina,7875
2013,1,2,1,Argentina,247275
2013,1,2,1,Argentina,330750
2013,1,2,1,Argentina,31500
2013,1,2,1,Argentina,472500
2013,1,2,1,Argentina,519750
2013,1,2,1,Argentina,7875
2013,1,2,1,Argentina,472500
2013,1,3,1,Argentina,29925
2013,1,3,1,Argentina,3150
2013,1,3,1,Argentina,472500
2013,1,3,1,Argentina,18900
2013,1,3,1,Argentina,69300
2013,1,3,1,Argentina,1575
2013,1,3,1,Argentina,4725
2013,1,3,1,Argentina,630000
2013,1,3,1,Argentina,4725
2013,1,3,1,Argentina,94500
2013,1,3,1,Argentina,204750
2013,1,3,1,Argentina,31500
2013,1,3,1,Argentina,18900
2013,1,3,1,Argentina,340200
2013,1,3,1,Argentina,812700
2013,1,3,1,Argentina,160650
2013,1,3,1,Argentina,6300
2013,1,3,1,Argentina,4725
2013,1,3,1,Argentina,236250
2013,1,3,1,Argentina,11025
2013,1,3,1,Argentina,18900
2013,1,3,1,Argentina,4725
2013,1,3,1,Argentina,126000
2013,1,3,1,Argentina,315000
2013,1,3,1,Argentina,371700
2013,1,3,1,Argentina,2913750
2013,1,3,1,Argentina,315000
2013,1,3,1,Argentina,78750
2013,1,3,1,Argentina,236250
2013,1,3,1,Argentina,11025
2013,1,3,1,Argentina,0
2013,1,3,1,Argentina,63000
2013,1,3,1,Argentina,248850
2013,1,3,1,Argentina,28350
2013,1,3,1,Argentina,220500
2013,1,3,1,Argentina,126000
2013,1,3,1,Argentina,102375
2013,1,3,1,Argentina,63000
2013,1,3,1,Argentina,708750
2013,1,3,1,Argentina,661500
2013,1,3,1,Argentina,378000
2013,1,3,1,Argentina,4725
2013,1,3,1,Argentina,157500
2013,1,4,1,Argentina,78750
2013,1,4,1,Argentina,3150
2013,1,4,1,Argentina,18900
2013,1,4,1,Argentina,88200
2013,1,4,1,Argentina,4725
2013,1,4,1,Argentina,630000
2013,1,4,1,Argentina,3150
2013,1,4,1,Argentina,47250
2013,1,4,1,Argentina,37800
2013,1,4,1,Argentina,48825
2013,1,4,1,Argentina,18900
2013,1,4,1,Argentina,37800
2013,1,4,1,Argentina,18900
2013,1,4,1,Argentina,7875
2013,1,4,1,Argentina,615825
2013,1,4,1,Argentina,108675
2013,1,4,1,Argentina,4725
2013,1,4,1,Argentina,285075
2013,1,4,1,Argentina,45675
2013,1,4,1,Argentina,1575
2013,1,4,1,Argentina,141750
2013,1,4,1,Argentina,59850
2013,1,4,1,Argentina,2913750
2013,1,4,1,Argentina,315000
2013,1,4,1,Argentina,189000
2013,1,4,1,Argentina,196875
2013,1,4,1,Argentina,39375
2013,1,4,1,Argentina,94500
2013,1,4,1,Argentina,111825
2013,1,4,1,Argentina,7875
2013,1,4,1,Argentina,141750
2013,1,4,1,Argentina,25200
2013,1,4,1,Argentina,39375
2013,1,4,1,Argentina,7875
2013,1,4,1,Argentina,189000
2013,1,4,1,Argentina,504000
2013,1,4,1,Argentina,6300
2013,1,4,1,Argentina,1575
2013,1,4,1,Argentina,393750
2013,1,5,1,Argentina,157500
2013,1,5,1,Argentina,6300
2013,1,5,1,Argentina,75600
2013,1,5,1,Argentina,9450
2013,1,5,1,Argentina,94500
2013,1,5,1,Argentina,20475
2013,1,5,1,Argentina,69300
2013,1,5,1,Argentina,12600
2013,1,5,1,Argentina,4725
2013,1,5,1,Argentina,18900
2013,1,5,1,Argentina,63000
2013,1,5,1,Argentina,78750
2013,1,5,1,Argentina,113400
2013,1,5,1,Argentina,196875
2013,1,5,1,Argentina,0
2013,1,5,1,Argentina,94500
2013,1,5,1,Argentina,4725
2013,1,5,1,Argentina,141750
2013,1,5,1,Argentina,173250
2013,1,5,1,Argentina,126000
2013,1,5,1,Argentina,47250
2013,1,5,1,Argentina,9450
2013,1,5,1,Argentina,94500
2013,1,5,1,Argentina,567000
2013,1,5,1,Argentina,236250
2013,1,5,1,Argentina,7875
2013,1,5,1,Argentina,6300
2013,1,5,1,Argentina,31500
2014,1,1,1,Argentina,4725
2014,1,1,1,Argentina,31500
2014,1,1,1,Argentina,42525
2014,1,1,1,Argentina,526050
2014,1,1,1,Argentina,20475
2014,1,1,1,Argentina,787500
2014,1,1,1,Argentina,417375
2014,1,1,1,Argentina,315000
2014,1,1,1,Argentina,72450
2014,1,2,1,Argentina,157500
2014,1,2,1,Argentina,25200
2014,1,2,1,Argentina,23625
2014,1,2,1,Argentina,374850
2014,1,2,1,Argentina,415800
2014,1,2,1,Argentina,1575
2014,1,2,1,Argentina,111825
2014,1,2,1,Argentina,315000
2014,1,2,1,Argentina,1575
2014,1,2,1,Argentina,78750
2014,1,2,1,Argentina,630000
2014,1,2,1,Argentina,89775
2014,1,2,1,Argentina,15750
2014,1,2,1,Argentina,18900
2014,1,2,1,Argentina,189000
2014,1,2,1,Argentina,39375
2014,1,2,1,Argentina,94500
2014,1,2,1,Argentina,1093050
2014,1,2,1,Argentina,195300
2014,1,2,1,Argentina,201600
2014,1,2,1,Argentina,39375
2014,1,2,1,Argentina,18900
2014,1,2,1,Argentina,787500
2014,1,2,1,Argentina,189000
2014,1,2,1,Argentina,303975
2014,1,2,1,Argentina,2677500
2014,1,2,1,Argentina,1732500
2014,1,2,1,Argentina,151200
2014,1,2,1,Argentina,236250
2014,1,2,1,Argentina,63000
2014,1,2,1,Argentina,0
2014,1,2,1,Argentina,285075
2014,1,2,1,Argentina,393750
2014,1,3,1,Argentina,236250
2014,1,3,1,Argentina,23625
2014,1,3,1,Argentina,23625
2014,1,3,1,Argentina,374850
2014,1,3,1,Argentina,869400
2014,1,3,1,Argentina,4725
2014,1,3,1,Argentina,20475
2014,1,3,1,Argentina,3150
2014,1,3,1,Argentina,94500
2014,1,3,1,Argentina,630000
2014,1,3,1,Argentina,94500
2014,1,3,1,Argentina,0
2014,1,3,1,Argentina,472500
2014,1,3,1,Argentina,31500
2014,1,3,1,Argentina,31500
2014,1,3,1,Argentina,67725
2014,1,3,1,Argentina,9450
2014,1,3,1,Argentina,340200
2014,1,3,1,Argentina,782775
2014,1,3,1,Argentina,170100
2014,1,3,1,Argentina,9450
2014,1,3,1,Argentina,428400
2014,1,3,1,Argentina,59850
2014,1,3,1,Argentina,18900
2014,1,3,1,Argentina,866250
2014,1,3,1,Argentina,283500
2014,1,3,1,Argentina,2992500
2014,1,3,1,Argentina,630000
2014,1,3,1,Argentina,1575
2014,1,3,1,Argentina,354375
2014,1,3,1,Argentina,0
2014,1,3,1,Argentina,475650
2014,1,3,1,Argentina,236250
2014,1,4,1,Argentina,157500
2014,1,4,1,Argentina,0
2014,1,4,1,Argentina,374850
2014,1,4,1,Argentina,453600
2014,1,4,1,Argentina,9450
2014,1,4,1,Argentina,18900
2014,1,4,1,Argentina,945000
2014,1,4,1,Argentina,78750
2014,1,4,1,Argentina,393750
2014,1,4,1,Argentina,9450
2014,1,4,1,Argentina,945000
2014,1,4,1,Argentina,683550
2014,1,4,1,Argentina,81900
2014,1,4,1,Argentina,3150
2014,1,4,1,Argentina,464625
2014,1,4,1,Argentina,1575
2014,1,4,1,Argentina,866250
2014,1,4,1,Argentina,315000
2014,1,4,1,Argentina,585900
2014,1,4,1,Argentina,3071250
2014,1,4,1,Argentina,630000
2014,1,4,1,Argentina,151200
2014,1,4,1,Argentina,196875
2014,1,4,1,Argentina,47250
2014,1,4,1,Argentina,0
