1.0,1.0,475.78409677419353
2.0,1.0,475.78409677419353
3.0,1.0,475.78409677419353
4.0,1.0,475.78409677419353
5.0,1.0,475.78409677419353
1.0,2.0,42.88303225806452
2.0,2.0,42.88303225806452
3.0,2.0,42.88303225806452
4.0,2.0,42.88303225806452
5.0,2.0,42.88303225806452
6.0,1.0,435.2702142857143
7.0,1.0,435.2702142857143
8.0,1.0,435.2702142857143
9.0,1.0,435.2702142857143
10.0,1.0,435.2702142857143
6.0,2.0,46.9645
7.0,2.0,46.9645
8.0,2.0,46.9645
9.0,2.0,46.9645
10.0,2.0,46.9645
11.0,1.0,421.8251290322581
12.0,1.0,421.8251290322581
13.0,1.0,421.8251290322581
14.0,1.0,421.8251290322581
15.0,1.0,421.8251290322581
16.0,1.0,421.8251290322581
11.0,2.0,38.47274193548387
12.0,2.0,38.47274193548387
13.0,2.0,38.47274193548387
14.0,2.0,38.47274193548387
15.0,2.0,38.47274193548387
16.0,2.0,38.47274193548387
17.0,1.0,479.23996666666665
18.0,1.0,479.23996666666665
19.0,1.0,479.23996666666665
20.0,1.0,479.23996666666665
21.0,1.0,479.23996666666665
17.0,2.0,55.28776666666666
18.0,2.0,55.28776666666666
19.0,2.0,55.28776666666666
20.0,2.0,55.28776666666666
21.0,2.0,55.28776666666666
22.0,1.0,504.93100000000004
23.0,1.0,504.93100000000004
24.0,1.0,504.93100000000004
25.0,1.0,504.93100000000004
26.0,1.0,504.93100000000004
22.0,2.0,59.3088064516129
23.0,2.0,59.3088064516129
24.0,2.0,59.3088064516129
25.0,2.0,59.3088064516129
26.0,2.0,59.3088064516129
27.0,1.0,390.6181666666667
28.0,1.0,390.6181666666667
29.0,1.0,390.6181666666667
30.0,1.0,390.6181666666667
31.0,1.0,390.6181666666667
32.0,1.0,390.6181666666667
27.0,2.0,52.303700000000006
28.0,2.0,52.303700000000006
29.0,2.0,52.303700000000006
30.0,2.0,52.303700000000006
31.0,2.0,52.303700000000006
32.0,2.0,52.303700000000006
33.0,1.0,456.28670967741937
34.0,1.0,456.28670967741937
35.0,1.0,456.28670967741937
36.0,1.0,456.28670967741937
37.0,1.0,456.28670967741937
33.0,2.0,58.48212903225807
34.0,2.0,58.48212903225807
35.0,2.0,58.48212903225807
36.0,2.0,58.48212903225807
37.0,2.0,58.48212903225807
38.0,1.0,414.18680645161294
39.0,1.0,414.18680645161294
40.0,1.0,414.18680645161294
41.0,1.0,414.18680645161294
42.0,1.0,414.18680645161294
38.0,2.0,56.886064516129025
39.0,2.0,56.886064516129025
40.0,2.0,56.886064516129025
41.0,2.0,56.886064516129025
42.0,2.0,56.886064516129025
43.0,1.0,359.6103
44.0,1.0,359.6103
45.0,1.0,359.6103
46.0,1.0,359.6103
47.0,1.0,359.6103
43.0,2.0,60.3198
44.0,2.0,60.3198
45.0,2.0,60.3198
46.0,2.0,60.3198
